"","SNO","Date","SNO","MaxRelativeBrightness","MachineSpeed","ROI","MaxY","CameraDistance","Attributes","Area","ProductionStatus","RelativeContrast","Beam","BreakID","MaxBrightness","EdgeFlags","MinX","MinRelativeBrightness","Height","AreaLight","MaxX","MinBrightness","AreaDark","MinY","RelativeBrightness","Camera","MachineSpeed","SNO","DefectTypeID"
"1","0","1/9/2022 5:14:33 PM",0,5.63995993990986,1582.63875112542,0,638,0,132,260,1,13.6621942116573,1,0,255,0,2489,1.34351527290936,46,260,2499,90,0,593,3.94682023034552,1,1582.63875112542,"0","Hole_S"
